주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
PUB-260515-0327,2026-05-15,21:48,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경기,현장판매
PUB-260515-0328,2026-05-15,18:56,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경남,현장판매
PUB-260515-0328,2026-05-15,18:56,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경남,현장판매
PUB-260515-0329,2026-05-15,19:31,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,인천,현장판매
PUB-260515-0330,2026-05-15,21:48,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경남,현장판매
PUB-260515-0331,2026-05-15,19:46,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260515-0331,2026-05-15,19:46,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260515-0332,2026-05-15,18:46,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260515-0333,2026-05-15,18:24,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260515-0334,2026-05-15,22:32,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,서울,현장판매
PUB-260515-0335,2026-05-15,17:14,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260515-0336,2026-05-15,19:02,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260515-0336,2026-05-15,19:02,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260515-0337,2026-05-15,17:52,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,서울,현장판매
PUB-260515-0338,2026-05-15,18:07,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260515-0339,2026-05-15,21:57,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260515-0339,2026-05-15,21:57,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260515-0340,2026-05-15,19:33,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260515-0341,2026-05-15,16:18,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,울산,현장판매
PUB-260515-0341,2026-05-15,16:18,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,울산,현장판매
PUB-260515-0342,2026-05-15,15:27,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260515-0342,2026-05-15,15:27,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260515-0343,2026-05-15,21:21,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,서울,현장판매
PUB-260515-0343,2026-05-15,21:21,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260515-0344,2026-05-15,18:58,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,경기,현장판매
PUB-260515-0345,2026-05-15,23:35,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,서울,현장판매
PUB-260515-0346,2026-05-15,19:21,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,울산,현장판매
PUB-260515-0347,2026-05-15,21:40,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260515-0347,2026-05-15,21:40,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,서울,현장판매
PUB-260515-0348,2026-05-15,21:07,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경기,현장판매
MAL-260515-0168,2026-05-15,20:59,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,기타,배송완료
MAL-260515-0169,2026-05-15,16:58,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,서울,배송중
MAL-260515-0169,2026-05-15,16:58,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,서울,배송중
MAL-260515-0170,2026-05-15,14:40,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,부산,배송완료
MAL-260515-0171,2026-05-15,21:46,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,부산,배송완료
MAL-260515-0171,2026-05-15,21:46,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,부산,배송완료
MAL-260515-0172,2026-05-15,21:13,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송완료
MAL-260515-0173,2026-05-15,20:49,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,경기,배송완료
MAL-260515-0174,2026-05-15,20:58,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,대구,배송완료
MAL-260515-0174,2026-05-15,20:58,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,대구,배송완료
MAL-260515-0175,2026-05-15,19:53,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,부산,배송완료
SST-260515-0169,2026-05-15,16:18,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,대구,배송완료
SST-260515-0169,2026-05-15,16:18,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,대구,배송완료
SST-260515-0170,2026-05-15,18:12,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,경기,배송완료
SST-260515-0170,2026-05-15,18:12,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,경기,배송완료
SST-260515-0171,2026-05-15,20:32,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,울산,배송완료
SST-260515-0171,2026-05-15,20:32,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,울산,배송완료
SST-260515-0172,2026-05-15,11:30,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,울산,취소완료
SST-260515-0172,2026-05-15,11:30,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,울산,취소완료
SST-260515-0173,2026-05-15,20:31,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,서울,배송완료
SST-260515-0174,2026-05-15,21:09,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경남,배송완료
SST-260515-0174,2026-05-15,21:09,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경남,배송완료
SST-260515-0175,2026-05-15,20:33,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경남,배송완료
SST-260515-0176,2026-05-15,23:57,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,부산,배송완료
SST-260515-0176,2026-05-15,23:57,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
SST-260515-0177,2026-05-15,17:27,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,서울,배송완료
SST-260515-0178,2026-05-15,22:16,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경기,배송완료
SST-260515-0178,2026-05-15,22:16,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,경기,배송완료
SST-260515-0179,2026-05-15,19:46,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
SST-260515-0179,2026-05-15,19:46,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260515-0180,2026-05-15,18:46,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,부산,배송완료
SST-260515-0180,2026-05-15,18:46,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
SST-260515-0181,2026-05-15,21:21,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,서울,배송완료
B2B-260515-0046,2026-05-15,14:40,B2B유통,시그니처,텃밭,TEO-750,28,11400,319200,B2B거래처,배송완료
B2B-260515-0046,2026-05-15,14:40,B2B유통,시그니처,산뜻,SAN-750,27,10300,278100,B2B거래처,배송완료
B2B-260515-0047,2026-05-15,20:15,B2B유통,시그니처,텃밭,TEO-750,11,11400,125400,B2B거래처,배송중
B2B-260515-0047,2026-05-15,20:15,B2B유통,시즈널,대추걸렸네,DAE-375,28,6200,173600,B2B거래처,배송중
B2B-260515-0047,2026-05-15,20:15,B2B유통,협업,아침에쌀,ACH-500,15,7300,109500,B2B거래처,배송중
B2B-260515-0047,2026-05-15,20:15,B2B유통,시즈널,광안밤,GWA-375,15,6600,99000,B2B거래처,배송중
B2B-260515-0048,2026-05-15,19:44,B2B유통,시그니처,산뜻,SAN-750,21,10300,216300,B2B거래처,배송중
B2B-260515-0048,2026-05-15,19:44,B2B유통,시그니처,욕망의 거친 물결,YOK-750,24,11000,264000,B2B거래처,배송중
B2B-260515-0048,2026-05-15,19:44,B2B유통,시즈널,대추걸렸네,DAE-375,19,6200,117800,B2B거래처,배송중
PUB-260516-0349,2026-05-16,17:10,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,서울,현장판매
PUB-260516-0350,2026-05-16,21:57,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260516-0350,2026-05-16,21:57,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260516-0351,2026-05-16,18:18,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경남,현장판매
PUB-260516-0351,2026-05-16,18:18,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경남,현장판매
PUB-260516-0352,2026-05-16,13:08,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,울산,현장판매
PUB-260516-0353,2026-05-16,21:46,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,경남,현장판매
PUB-260516-0354,2026-05-16,18:10,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,대구,현장판매
PUB-260516-0355,2026-05-16,17:56,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,경남,현장판매
PUB-260516-0356,2026-05-16,21:59,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260516-0357,2026-05-16,21:59,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260516-0358,2026-05-16,21:20,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,서울,현장판매
PUB-260516-0359,2026-05-16,20:46,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260516-0360,2026-05-16,20:29,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260516-0360,2026-05-16,20:29,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260516-0361,2026-05-16,20:49,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,서울,현장판매
PUB-260516-0362,2026-05-16,15:41,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260516-0363,2026-05-16,18:11,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260516-0364,2026-05-16,22:23,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260516-0365,2026-05-16,17:50,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260516-0366,2026-05-16,19:06,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,경기,현장판매
PUB-260516-0367,2026-05-16,22:07,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260516-0367,2026-05-16,22:07,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260516-0368,2026-05-16,18:45,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,인천,현장판매
PUB-260516-0369,2026-05-16,21:11,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,인천,현장판매
PUB-260516-0370,2026-05-16,17:48,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,기타,현장판매
PUB-260516-0371,2026-05-16,22:08,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,경남,현장판매
PUB-260516-0372,2026-05-16,20:15,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,서울,현장판매
PUB-260516-0373,2026-05-16,18:08,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260516-0374,2026-05-16,15:33,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260516-0374,2026-05-16,15:33,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260516-0375,2026-05-16,20:21,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,서울,현장판매
PUB-260516-0376,2026-05-16,18:52,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260516-0376,2026-05-16,18:52,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,서울,현장판매
PUB-260516-0377,2026-05-16,20:00,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,대구,현장판매
PUB-260516-0378,2026-05-16,18:11,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,울산,현장판매
PUB-260516-0378,2026-05-16,18:11,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,울산,현장판매
MAL-260516-0176,2026-05-16,18:16,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,경기,배송완료
MAL-260516-0176,2026-05-16,18:16,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,경기,배송완료
MAL-260516-0177,2026-05-16,14:13,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,경남,배송완료
MAL-260516-0178,2026-05-16,22:02,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,경남,배송완료
MAL-260516-0179,2026-05-16,21:22,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,서울,배송완료
MAL-260516-0179,2026-05-16,21:22,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,서울,배송완료
MAL-260516-0180,2026-05-16,17:54,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,경남,배송완료
MAL-260516-0181,2026-05-16,16:32,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,인천,배송완료
MAL-260516-0182,2026-05-16,17:31,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,서울,배송완료
MAL-260516-0183,2026-05-16,19:17,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송완료
MAL-260516-0184,2026-05-16,21:56,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송완료
MAL-260516-0185,2026-05-16,17:02,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,경기,배송완료
SST-260516-0182,2026-05-16,22:30,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,취소완료
SST-260516-0183,2026-05-16,20:27,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,부산,취소완료
SST-260516-0184,2026-05-16,14:30,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,교환완료
SST-260516-0185,2026-05-16,23:51,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,서울,배송완료
SST-260516-0185,2026-05-16,23:51,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260516-0186,2026-05-16,21:49,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,서울,배송중
SST-260516-0187,2026-05-16,19:32,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,부산,배송완료
SST-260516-0188,2026-05-16,22:02,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경기,배송중
SST-260516-0189,2026-05-16,21:08,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경남,배송완료
SST-260516-0190,2026-05-16,19:22,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,부산,배송완료
SST-260516-0191,2026-05-16,20:54,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260516-0192,2026-05-16,21:10,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,경기,배송완료
SST-260516-0192,2026-05-16,21:10,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,경기,배송완료
B2B-260516-0049,2026-05-16,19:13,B2B유통,협업,아침에쌀,ACH-500,6,7300,43800,B2B거래처,배송완료
B2B-260516-0049,2026-05-16,19:13,B2B유통,시그니처,산뜻,SAN-750,14,10300,144200,B2B거래처,배송완료
B2B-260516-0050,2026-05-16,18:45,B2B유통,시그니처,텃밭,TEO-750,13,11400,148200,B2B거래처,배송완료
B2B-260516-0050,2026-05-16,18:45,B2B유통,시즈널,광안밤,GWA-375,27,6600,178200,B2B거래처,배송완료
B2B-260516-0051,2026-05-16,20:51,B2B유통,시즈널,광안밤,GWA-375,17,6600,112200,B2B거래처,교환완료
B2B-260516-0051,2026-05-16,20:51,B2B유통,시그니처,산뜻,SAN-750,9,10300,92700,B2B거래처,교환완료
PUB-260517-0379,2026-05-17,20:24,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260517-0380,2026-05-17,18:33,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,기타,현장판매
PUB-260517-0381,2026-05-17,23:36,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260517-0382,2026-05-17,21:24,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260517-0382,2026-05-17,21:24,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,경기,현장판매
PUB-260517-0383,2026-05-17,23:42,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,경기,현장판매
PUB-260517-0384,2026-05-17,21:45,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260517-0385,2026-05-17,20:17,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260517-0386,2026-05-17,18:53,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260517-0387,2026-05-17,20:50,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260517-0387,2026-05-17,20:50,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260517-0388,2026-05-17,19:30,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260517-0388,2026-05-17,19:30,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260517-0389,2026-05-17,22:21,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,부산,현장판매
PUB-260517-0390,2026-05-17,21:29,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260517-0391,2026-05-17,21:56,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,경기,현장판매
PUB-260517-0392,2026-05-17,17:21,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260517-0393,2026-05-17,19:29,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260517-0393,2026-05-17,19:29,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260517-0394,2026-05-17,20:44,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
PUB-260517-0394,2026-05-17,20:44,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260517-0395,2026-05-17,18:45,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경기,현장판매
PUB-260517-0396,2026-05-17,17:29,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,대구,현장판매
PUB-260517-0396,2026-05-17,17:29,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,대구,현장판매
PUB-260517-0397,2026-05-17,20:47,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,울산,현장판매
PUB-260517-0398,2026-05-17,15:33,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경기,현장판매
PUB-260517-0398,2026-05-17,15:33,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,경기,현장판매
PUB-260517-0399,2026-05-17,19:11,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260517-0400,2026-05-17,21:27,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260517-0401,2026-05-17,22:59,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260517-0402,2026-05-17,12:45,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260517-0403,2026-05-17,15:05,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260517-0404,2026-05-17,22:25,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,부산,현장판매
PUB-260517-0404,2026-05-17,22:25,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260517-0405,2026-05-17,19:44,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,경기,현장판매
PUB-260517-0406,2026-05-17,12:53,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260517-0406,2026-05-17,12:53,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260517-0407,2026-05-17,18:57,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260517-0408,2026-05-17,19:00,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,울산,현장판매
PUB-260517-0409,2026-05-17,22:59,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260517-0410,2026-05-17,19:05,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260517-0411,2026-05-17,18:36,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,서울,현장판매
PUB-260517-0412,2026-05-17,17:56,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,인천,현장판매
PUB-260517-0412,2026-05-17,17:56,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,인천,현장판매
MAL-260517-0186,2026-05-17,20:36,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,경기,배송완료
MAL-260517-0187,2026-05-17,20:26,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,울산,배송완료
MAL-260517-0187,2026-05-17,20:26,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,울산,배송완료
MAL-260517-0188,2026-05-17,15:56,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,부산,배송완료
MAL-260517-0189,2026-05-17,20:52,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,경기,배송중
MAL-260517-0189,2026-05-17,20:52,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,경기,배송중
MAL-260517-0190,2026-05-17,19:35,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,경기,배송완료
MAL-260517-0191,2026-05-17,18:25,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,서울,배송완료
MAL-260517-0192,2026-05-17,17:35,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,기타,취소완료
MAL-260517-0193,2026-05-17,12:43,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,울산,배송완료
MAL-260517-0194,2026-05-17,19:56,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송중
MAL-260517-0195,2026-05-17,22:28,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,경기,배송완료
MAL-260517-0196,2026-05-17,23:19,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송완료
MAL-260517-0196,2026-05-17,23:19,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,배송완료
MAL-260517-0197,2026-05-17,21:06,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,부산,배송완료
MAL-260517-0198,2026-05-17,21:33,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,부산,배송완료
SST-260517-0193,2026-05-17,20:48,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,경기,배송완료
SST-260517-0194,2026-05-17,21:59,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경기,배송완료
SST-260517-0195,2026-05-17,23:00,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경남,배송완료
SST-260517-0196,2026-05-17,15:26,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260517-0197,2026-05-17,18:17,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260517-0198,2026-05-17,14:32,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경기,배송완료
SST-260517-0199,2026-05-17,22:20,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,울산,배송완료
SST-260517-0200,2026-05-17,16:39,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260517-0201,2026-05-17,17:44,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260517-0202,2026-05-17,18:33,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,대구,배송완료
SST-260517-0203,2026-05-17,20:31,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,서울,취소완료
SST-260517-0204,2026-05-17,23:12,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,경남,배송중
SST-260517-0205,2026-05-17,16:54,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,경기,배송완료
SST-260517-0206,2026-05-17,22:10,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,교환완료
SST-260517-0207,2026-05-17,21:51,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260517-0208,2026-05-17,17:54,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,대구,배송완료
SST-260517-0209,2026-05-17,22:43,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260517-0210,2026-05-17,18:41,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경기,배송완료
SST-260517-0211,2026-05-17,20:39,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260517-0212,2026-05-17,16:52,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,울산,배송완료
SST-260517-0213,2026-05-17,22:48,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,대구,배송중
SST-260517-0214,2026-05-17,20:52,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260517-0215,2026-05-17,21:17,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경남,배송완료
SST-260517-0216,2026-05-17,18:27,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,경기,배송완료
SST-260517-0217,2026-05-17,18:15,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,대구,배송중
SST-260517-0218,2026-05-17,18:10,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260517-0219,2026-05-17,18:43,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260517-0220,2026-05-17,20:14,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
